ChEMBL ID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,PSA,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX ApKa,CX BpKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA Lipinski,HBD Lipinski,#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles
CHEMBL98067,,,Small molecule,0,168.26,1,1,2.15,25.78,3,0,0,3,Y,0.65,None,0.78,2.04,2.04,1,MOL,-1,11,2,0,0,168.0721,NEUTRAL,C8H12N2S,CCCc1nccnc1SC
CHEMBL94998,,,Small molecule,0,194.28,1,1,2.46,35.01,3,0,0,5,N,0.72,None,1.01,2.43,2.43,1,MOL,-1,14,3,0,0,194.1419,NEUTRAL,C11H18N2O,COc1nccnc1CCCC(C)C
CHEMBL255444,,,Small molecule,0,188.61,5,5,1.9,49.69,3,2,0,2,Y,0.7,8.01,None,1.85,1.75,1,MOL,-1,12,3,2,0,188.024,NEUTRAL,C8H9ClO3,COCc1cc(O)cc(Cl)c1O
CHEMBL1872832,,,Small molecule,0,181.2,10,10,-0.71,77.16,6,1,0,1,N,0.62,None,6.31,0.27,0.24,1,MOL,-1,13,6,2,0,181.0964,NEUTRAL,C7H11N5O,Nc1ncnc(N2CCOCC2)n1
CHEMBL97776,,,Small molecule,0,180.25,1,1,2.07,35.01,3,0,0,4,N,0.71,None,1,1.98,1.98,1,MOL,-1,13,3,0,0,180.1263,NEUTRAL,C10H16N2O,COc1nccnc1CCC(C)C
CHEMBL2021610,,,Small molecule,0,188.21,,,1.2,65.26,5,0,0,4,N,0.53,None,3.08,1.12,1.12,1,MOL,-1,12,5,0,0,188.0256,NEUTRAL,C6H8N2O3S,Cc1ncsc1CCO[N+](=O)[O-]
CHEMBL2021613,,,Small molecule,0,191.27,,,2.16,21.26,2,1,0,2,Y,0.77,None,10.02,1.92,-0.61,1,MOL,-1,14,2,1,0,191.131,BASE,C12H17NO,COc1ccccc1C1CCNCC1
CHEMBL2021617,,,Small molecule,0,175.27,,,2.46,12.03,1,1,0,1,Y,0.69,None,10.07,2.59,0.02,1,MOL,-1,13,1,1,0,175.1361,BASE,C12H17N,Cc1cccc(C2CCNCC2)c1
CHEMBL2021648,,,Small molecule,0,191.27,,,2.16,21.26,2,1,0,2,Y,0.77,None,10.09,1.92,-0.66,1,MOL,-1,14,2,1,0,191.131,BASE,C12H17NO,COc1ccc(C2CCNCC2)cc1
CHEMBL2114304,,,Small molecule,0,197.23,1,1,0.74,72.72,4,4,0,3,N,0.54,9.76,8.94,-0.07,-1.29,1,MOL,-1,14,4,4,0,197.1052,BASE,C10H15NO3,CN[C@H](C)[C@@H](O)c1ccc(O)c(O)c1
CHEMBL2021657,,,Small molecule,0,193.68,,,2.72,12.03,1,1,0,1,Y,0.72,None,9.57,2.57,0.43,1,MOL,-1,13,1,1,0,193.0658,BASE,C11H12ClN,Clc1cccc(C2=CCNCC2)c1
CHEMBL334619,,,Small molecule,0,151.17,1,1,-0.12,67.07,5,2,0,0,N,0.54,None,7.43,-0.07,-0.38,1,MOL,-1,11,5,3,0,151.0858,NEUTRAL,C6H9N5,CN1CNc2ncnc(N)c21
CHEMBL99215,,,Small molecule,0,177.25,3,4,1.51,35.25,2,1,0,1,Y,0.71,None,10.06,1.77,-0.73,1,MOL,-1,13,2,2,0,177.1154,BASE,C11H15NO,COc1ccc2c(c1)CCC(N)C2
CHEMBL351042,,,Small molecule,0,197.19,23,48,0.05,103.78,4,4,0,3,N,0.51,1.65,9.06,-1.79,-1.8,1,MOL,-1,14,5,5,0,197.0688,ZWITTERION,C9H11NO4,NC(Cc1ccc(O)c(O)c1)C(=O)O
CHEMBL351832,,,Small molecule,0,186.17,2,3,-0.28,109.58,5,3,0,4,N,0.6,1.52,7.66,-2.32,-2.88,1,MOL,-1,13,6,4,0,186.0641,ACID,C7H10N2O4,NC(CCc1cc(O)no1)C(=O)O
CHEMBL2032251,,,Small molecule,0,197.62,1,1,1.86,49.33,2,2,0,2,Y,0.43,9.55,None,1.93,1.93,1,MOL,-1,13,3,2,0,197.0244,NEUTRAL,C9H8ClNO2,O=C(/C=C/c1ccccc1Cl)NO
CHEMBL492304,,,Small molecule,0,199.68,3,6,1.45,46.25,2,2,0,2,Y,0.69,10.46,9.83,0.78,-1.21,1,MOL,-1,12,2,3,0,163.0997,BASE,C10H14ClNO,Cl.NC[C@H]1C[C@@H]1c1ccc(O)cc1
CHEMBL157999,,4-Benzyl-Hydantoin,Small molecule,0,190.2,3,8,0.74,49.41,2,1,0,2,Y,0.7,12.25,None,0.5,0.5,1,MOL,-1,14,4,1,0,190.0742,NEUTRAL,C10H10N2O2,O=C1CNC(=O)N1Cc1ccccc1
CHEMBL1996680,,,Small molecule,0,180.21,49,49,-0.02,82.67,4,4,0,3,N,0.23,None,6.13,0.44,0.42,1,MOL,-1,13,5,5,0,180.1011,NEUTRAL,C8H12N4O,NN/C(Cc1ccccc1)=N\NO
CHEMBL2001626,,,Small molecule,0,188.23,58,58,1.73,32.34,2,1,0,0,Y,0.67,None,2.32,0.84,0.84,1,MOL,-1,14,3,1,0,188.095,NEUTRAL,C11H12N2O,O=C1CCC2c3ccccc3NCN12
CHEMBL1986942,,,Small molecule,0,184.17,57,57,-0.19,74.6,5,2,0,0,N,0.43,8.22,None,0.23,0.17,1,MOL,-1,12,4,2,0,183.983,NEUTRAL,C7H4O4S,O=C1c2cscc2C(=O)C1(O)O
CHEMBL464556,,,Small molecule,0,162.24,3,3,2.4,38.91,2,1,0,1,Y,0.69,None,7.33,2.63,2.37,1,MOL,-1,12,2,2,0,162.1157,NEUTRAL,C10H14N2,CC(C)=Cc1cc(C)cc(N)n1
CHEMBL501620,,,Small molecule,0,148.21,3,3,2.01,38.91,2,1,0,1,Y,0.66,None,7.39,2.39,2.1,1,MOL,-1,11,2,2,0,148.1,NEUTRAL,C9H12N2,C/C=C/c1cc(C)cc(N)n1
CHEMBL500364,,,Small molecule,0,166.22,3,3,0.9,59.14,3,2,0,2,Y,0.69,None,7.8,1,0.47,1,MOL,-1,12,3,3,0,166.1106,NEUTRAL,C9H14N2O,Cc1cc(N)nc(CC(C)O)c1
CHEMBL2007817,,,Small molecule,0,183.17,,,0.04,110.83,5,2,0,3,N,0.3,None,10.72,-0.52,-2.89,1,MOL,-1,13,7,3,0,183.0756,BASE,C6H9N5O2,Cc1nc([N+](=O)[O-])cn1CC(=N)N
CHEMBL157518,,,Small molecule,0,173.26,1,6,2.38,26.02,1,1,0,0,Y,0.64,None,10.05,2.12,-0.38,1,MOL,-1,13,1,2,0,173.1204,BASE,C12H15N,NC1CC2CCC1c1ccccc12
CHEMBL161031,,,Small molecule,0,188.32,1,1,1.8,16.13,4,0,0,4,N,0.67,None,8.28,1.7,0.77,1,MOL,-1,11,2,0,0,188.0442,NEUTRAL,C7H12N2S2,CN(C)CCSc1nccs1
CHEMBL158578,,2-Phenyl-Propylamine,Small molecule,0,135.21,5,7,1.75,26.02,1,1,0,2,Y,0.66,None,9.81,1.75,-0.56,1,MOL,-1,10,1,2,0,135.1048,BASE,C9H13N,CC(CN)c1ccccc1
CHEMBL2096744,,,Small molecule,0,185.27,3,3,2.24,3.24,1,0,0,2,Y,0.64,None,8.46,2.69,1.59,1,MOL,-1,14,1,0,0,185.1204,NEUTRAL,C13H15N,C#CCN(C)[C@H]1CCc2ccccc21
CHEMBL350461,,,Small molecule,0,177.25,2,10,1.77,46.25,2,2,0,0,Y,0.63,10.53,9.85,1.52,-0.49,1,MOL,-1,13,2,3,0,177.1154,BASE,C11H15NO,C[C@H]1c2cccc(O)c2CC[C@H]1N
CHEMBL494178,,4-Phenylbutyl Nitrate,Small molecule,0,195.22,1,8,2.22,52.37,3,0,0,6,N,0.4,None,None,3.08,3.08,1,MOL,-1,14,4,0,0,195.0895,None,C10H13NO3,O=[N+]([O-])OCCCCc1ccccc1
CHEMBL345231,,,Small molecule,0,175.24,4,4,1.08,37.81,3,1,0,1,Y,0.69,None,10.41,0.04,-2.77,1,MOL,-1,13,3,1,0,175.1109,BASE,C10H13N3,c1cc(C2CC3CCC2N3)cnn1
CHEMBL2032370,,,Small molecule,0,171.15,1,1,1.21,57.93,3,0,0,0,Y,0.55,4.8,None,1,-0.85,1,MOL,-1,13,3,0,0,171.032,ACID,C10H5NO2,N#CC1C(=O)c2ccccc2C1=O
CHEMBL156952,,,Small molecule,0,168.18,1,1,0.57,66.24,5,2,0,1,N,0.47,11.54,None,1.35,1.35,1,MOL,-1,11,4,2,0,167.9993,NEUTRAL,C6H4N2O2S,C#CSc1cnc(O)nc1O
CHEMBL161395,,,Small molecule,0,192.22,,,1.15,68.33,3,2,0,2,N,0.55,None,12.17,0.52,-1.89,1,MOL,-1,14,4,3,0,192.0899,BASE,C10H12N2O2,N=C(N)CC1COc2ccccc2O1
CHEMBL3235578,,,Small molecule,0,157.12,1,1,1.06,43.09,1,1,0,1,Y,0.65,13.71,None,1.11,1.11,1,MOL,-1,11,2,2,0,157.0339,NEUTRAL,C7H5F2NO,NC(=O)c1ccc(F)c(F)c1
CHEMBL3213540,,,Small molecule,0,197.26,3,4,1.07,58.69,3,1,0,3,Y,0.58,13.48,7.37,0.38,0.1,1,MOL,-1,13,4,2,0,197.0623,NEUTRAL,C8H11N3OS,CN(C)/C=N/c1sccc1C(N)=O
CHEMBL3209259,,,Small molecule,0,178.19,4,4,1.38,50.69,3,1,0,2,Y,0.55,10.66,1.51,1.73,1.73,1,MOL,-1,13,4,1,0,178.0742,NEUTRAL,C9H10N2O2,COC(=O)N/N=C/c1ccccc1
CHEMBL2043047,,,Small molecule,0,178.19,3,3,1.53,46.53,3,1,0,1,Y,0.71,9.33,None,1.38,1.37,1,MOL,-1,13,3,1,0,178.063,NEUTRAL,C10H10O3,COc1cc2c(cc1O)C(=O)CC2
CHEMBL2110739,FURTRETHONIUM,,Small molecule,0,140.21,,,1.49,13.14,1,0,0,2,Y,0.57,None,None,-3.19,-3.19,1,MOL,0,10,2,0,0,140.107,NEUTRAL,C8H14NO+,C[N+](C)(C)Cc1ccco1
CHEMBL2105211,METYRIDINE,METHYRIDINE|METYRIDINE,Small molecule,0,137.18,1,4,1.27,22.12,2,0,0,3,Y,0.63,None,5.26,0.95,0.95,1,MOL,0,10,2,0,0,137.0841,NEUTRAL,C8H11NO,COCCc1ccccn1
CHEMBL3228880,,,Small molecule,0,110.12,2,2,-0.22,34.89,3,0,0,0,Y,0.46,None,None,-0.33,-0.33,1,MOL,-1,8,3,0,0,110.048,NEUTRAL,C5H6N2O,Cn1ncccc1=O
CHEMBL3208592,,,Small molecule,0,165.15,5,5,0.48,74.58,4,2,0,2,N,0.38,7.51,4.36,0.09,-0.16,1,MOL,-1,12,5,2,0,165.0538,NEUTRAL,C7H7N3O2,O=C(/C=N/O)Nc1cccnc1
CHEMBL2105351,PYRITHIONE SODIUM,AL02725|PYRITHIONE SODIUM|Sodium Omadine,Small molecule,0,149.15,,,1.45,25.16,3,1,0,0,Y,0.42,8.24,None,0.9,0.85,1,MOL,0,8,2,1,0,127.0092,NEUTRAL,C5H4NNaOS,[Na+].[O-]n1ccccc1=S
CHEMBL2105361,ORTETAMINE,ORTETAMINE,Small molecule,0,149.24,,,1.88,26.02,1,1,0,2,Y,0.68,None,10.03,2.32,-0.17,1,MOL,0,11,1,2,0,149.1204,BASE,C10H15N,Cc1ccccc1CC(C)N
CHEMBL2110016,,,Small molecule,0,179.24,,,2.22,26.02,1,1,0,3,Y,0.76,None,10.19,1.75,-0.84,1,MOL,-1,13,1,2,0,179.111,BASE,C11H14FN,NCC[C@@H]1C[C@]1(F)c1ccccc1
CHEMBL4160929,,,Small molecule,0,198.13,1,2,0.49,115.06,4,4,0,2,N,0.51,1.83,None,1.98,-5.01,1,MOL,-1,14,6,4,0,198.0164,ACID,C8H6O6,O=C(O)c1ccc(C(=O)O)c(O)c1O
CHEMBL4116554,,,Small molecule,0,196.21,,,0.02,80,5,0,0,4,N,0.63,None,4.84,-0.94,-0.94,1,MOL,-1,14,6,0,0,196.096,NEUTRAL,C8H12N4O2,CCN(CC)Cc1no[n+]([O-])c1C#N
CHEMBL2105566,FENPROPOREX,FENPROPOREX,Small molecule,0,188.27,,,2.12,35.82,2,1,0,5,N,0.72,None,7.88,2.01,1.41,1,MOL,0,14,2,1,0,188.1313,NEUTRAL,C12H16N2,CC(Cc1ccccc1)NCCC#N
CHEMBL2110598,ALETAMINE,ALFETAMINE,Small molecule,0,161.25,,,2.13,26.02,1,1,0,4,N,0.67,None,10,2.47,0,1,MOL,0,12,1,2,0,161.1204,BASE,C11H15N,C=CCC(N)Cc1ccccc1
CHEMBL3236139,,,Small molecule,0,163.18,1,1,2.51,57.99,2,0,0,3,Y,0.38,None,None,1.87,1.75,1,MOL,-1,12,4,0,0,163.0746,None,C8H9N3O,COc1ccc(CN=[N+]=[N-])cc1
CHEMBL3245502,,,Small molecule,0,179.25,1,2,0.69,42.15,2,1,0,0,Y,0.59,13.38,2.63,1.05,1.05,1,MOL,-1,12,3,2,0,179.0517,NEUTRAL,C8H9N3S,NC(=S)N1CCc2cccnc21
CHEMBL2071015,,,Small molecule,0,157.08,1,2,0.02,109.12,4,2,0,2,N,0.46,3.1,None,0.35,-3.11,1,MOL,-1,11,7,2,0,157.0124,ACID,C4H3N3O4,O=C(O)c1cc([N+](=O)[O-])[nH]n1
CHEMBL2071161,,,Small molecule,0,146.58,1,2,0.57,38.05,3,1,0,1,Y,0.63,13.94,4.36,-0.3,-0.3,1,MOL,-1,9,3,1,0,146.0247,NEUTRAL,C5H7ClN2O,Cn1c(Cl)cnc1CO
CHEMBL3261081,,,Small molecule,0,164.23,1,1,1.88,38.38,3,1,0,0,Y,0.64,None,5.89,2.11,2.1,1,MOL,-1,11,2,2,0,164.0408,NEUTRAL,C8H8N2S,NC1=Nc2ccccc2CS1
CHEMBL4128915,,,Small molecule,0,138.17,2,2,1.19,29.46,2,1,0,2,Y,0.66,None,None,1.05,1.05,1,MOL,-1,10,2,1,0,138.0681,NEUTRAL,C8H10O2,COc1cccc(CO)c1
CHEMBL2110905,,,Small molecule,0,165.24,2,5,1.33,32.26,2,2,0,3,Y,0.71,13.89,9.52,1.32,-0.78,1,MOL,-1,12,2,2,0,165.1154,BASE,C10H15NO,CN[C@H](C)[C@H](O)c1ccccc1
CHEMBL537931,,,Small molecule,0,123.16,6,6,1.39,32.86,1,1,0,2,Y,0.59,None,None,1.64,1.64,1,MOL,-1,9,2,1,0,123.0684,NEUTRAL,C7H9NO,CCc1c[nH]c(C=O)c1
CHEMBL573060,,4-(2-Oxiranylmethoxy)Benzaldehyde,Small molecule,0,178.19,1,1,1.28,38.83,3,0,0,4,N,0.51,None,None,1.37,1.37,1,MOL,-1,13,3,0,0,178.063,NEUTRAL,C10H10O3,O=Cc1ccc(OCC2CO2)cc1
CHEMBL3247924,,,Small molecule,0,135.17,1,1,1.09,43.09,1,1,0,1,Y,0.62,None,None,1.34,1.34,1,MOL,-1,10,2,2,0,135.0684,NEUTRAL,C8H9NO,Cc1ccc(C(N)=O)cc1
CHEMBL4117643,,,Small molecule,0,177.2,,,1.11,63.32,2,2,0,3,N,0.68,3.64,9.6,-1.12,-1.12,1,MOL,-1,13,3,3,0,177.079,ZWITTERION,C10H11NO2,NC/C(=C\c1ccccc1)C(=O)O
CHEMBL2110817,EMILIUM,,Small molecule,0,194.3,,,2.29,9.23,1,0,0,4,N,0.67,None,None,-2.05,-2.05,1,MOL,0,14,2,0,0,194.1539,NEUTRAL,C12H20NO+,CC[N+](C)(C)Cc1cccc(OC)c1
CHEMBL2131355,,,Small molecule,0,156.21,1,1,1.79,18.46,3,0,0,1,Y,0.62,None,None,1.74,1.74,1,MOL,-1,10,2,0,0,156.0245,NEUTRAL,C7H8O2S,c1cc(C2OCCO2)cs1
CHEMBL3236170,,,Small molecule,0,145.16,1,1,2.97,48.76,1,0,0,2,Y,0.35,None,None,2.41,2.3,1,MOL,-1,11,3,0,0,145.064,None,C8H7N3,[N-]=[N+]=N/C=C/c1ccccc1
CHEMBL2105609,CARFIMATE,CARFIMATE,Small molecule,0,175.19,,,1.46,52.32,2,1,0,2,Y,0.69,None,None,1.6,1.6,1,MOL,0,13,3,2,0,175.0633,NEUTRAL,C10H9NO2,C#CC(OC(N)=O)c1ccccc1
CHEMBL3236173,,,Small molecule,0,168.22,1,1,2.3,61.65,3,0,0,3,N,0.39,None,3.17,1.24,1.12,1,MOL,-1,11,4,0,0,168.047,NEUTRAL,C6H8N4S,Cc1ncsc1CCN=[N+]=[N-]
CHEMBL4088360,,,Small molecule,0,122.17,1,1,0.58,38.91,2,1,0,2,Y,0.62,None,9.74,0.17,-2.1,1,MOL,-1,9,2,2,0,122.0844,BASE,C7H10N2,NCCc1ccncc1
CHEMBL4088366,,,Small molecule,0,181.21,3,5,1.59,35.25,2,1,0,2,Y,0.75,None,8.18,1.07,0.23,1,MOL,-1,13,2,2,0,181.0903,NEUTRAL,C10H12FNO,COc1cccc([C@@]2(F)C[C@@H]2N)c1
CHEMBL202763,,,Small molecule,0,198.29,2,3,0.78,42.21,3,2,0,4,N,0.32,1.6,15,1.14,1.07,1,MOL,-1,13,4,1,0,198.0939,ZWITTERION,C8H14N4S,C/N=C(\S)NCCCn1ccnc1
CHEMBL4087800,,,Small molecule,0,148.16,1,2,0.86,34.48,3,0,0,1,Y,0.59,None,4.79,0.59,0.59,1,MOL,-1,11,3,0,0,148.0637,NEUTRAL,C8H8N2O,c1cc(C2=NCCO2)ccn1
CHEMBL3263489,,,Small molecule,0,137.14,4,6,0.18,71.5,3,2,0,1,N,0.25,11.15,3.71,-0.33,-0.33,1,MOL,-1,10,4,3,0,137.0589,NEUTRAL,C6H7N3O,N/C(=N\O)c1cccnc1
CHEMBL206199,,S-Tetralol,Small molecule,0,148.21,4,15,2.06,20.23,1,1,0,0,Y,0.6,None,None,2.19,2.19,1,MOL,-1,11,1,1,0,148.0888,NEUTRAL,C10H12O,O[C@H]1CCCc2ccccc21
CHEMBL4097085,,,Small molecule,0,199.69,1,1,1.72,51.8,3,1,0,4,N,0.59,None,10.21,1.27,-1.34,1,MOL,-1,13,3,2,0,199.0876,BASE,C9H14ClN3,Cc1cc(CCCCN)nc(Cl)n1
CHEMBL2135887,CIS/TRANS-ISOEUGENOL,,Small molecule,0,164.2,5,20,2.43,29.46,2,1,0,2,Y,0.73,10.01,None,2.64,2.63,1,MOL,-1,12,2,1,0,164.0837,NEUTRAL,C10H12O2,CC=Cc1ccc(O)c(OC)c1
CHEMBL4128283,,,Small molecule,0,174.58,2,2,1.24,60.69,3,3,0,1,N,0.56,8.68,None,1.2,1.18,1,MOL,-1,11,3,3,0,174.0084,NEUTRAL,C7H7ClO3,OCc1cc(O)cc(Cl)c1O
CHEMBL4128366,,,Small molecule,0,153.14,1,1,1.25,63.33,3,1,0,2,N,0.69,3.91,None,1,-2.2,1,MOL,-1,11,4,1,0,153.0426,ACID,C7H7NO3,O=C(O)c1cc(C2CC2)on1
CHEMBL3246882,,,Small molecule,0,195.22,1,1,0.93,53.71,4,1,0,3,N,0.78,None,9.65,0.85,-1.34,1,MOL,-1,14,4,2,0,195.0895,BASE,C10H13NO3,COc1cc(CCN)c2c(c1)OCO2
CHEMBL2145187,,,Small molecule,0,195.22,2,2,1.12,63.99,4,1,0,1,N,0.73,12.25,None,-0.83,-0.83,1,MOL,-1,14,5,1,0,195.1008,NEUTRAL,C9H13N3O2,CC(=O)Nc1c(C)nn(C(C)=O)c1C
CHEMBL3286593,,,Small molecule,0,185.23,1,1,0.99,50.08,2,3,0,1,Y,0.35,13.8,3.67,1.61,1.61,1,MOL,-1,12,3,4,0,185.0423,NEUTRAL,C7H8FN3S,NNC(=S)Nc1ccccc1F
CHEMBL3274487,,,Small molecule,0,189.2,1,1,0.74,58.2,2,2,0,1,Y,0.64,8.85,None,0.92,0.9,1,MOL,-1,14,4,2,0,190.0742,NEUTRAL,C10H10N2O2,CC1(c2ccccc2)NC(=O)N[11C]1=O
CHEMBL1601500,,,Small molecule,0,196.27,4,5,1.78,46.01,4,1,0,1,N,0.55,12.63,1.44,2.97,2.97,1,MOL,-1,13,3,1,0,196.067,NEUTRAL,C9H12N2OS,CSc1nc(O)c2c(n1)CCCC2
CHEMBL382935,,,Small molecule,0,193.19,3,3,0.39,76.2,7,1,0,0,N,0.56,10.13,None,-0.22,-0.22,1,MOL,-1,13,6,1,0,193.0058,NEUTRAL,C6H3N5OS,Oc1c2nnnc-2nc2sccn12
CHEMBL3229647,,,Small molecule,0,167.17,2,3,-0.03,101.37,4,4,0,1,N,0.27,9.24,3.19,-0.84,-0.84,1,MOL,-1,12,5,6,1,167.0695,NEUTRAL,C7H9N3O2,Nc1ccc(C(=O)NO)cc1N
CHEMBL189544,,,Small molecule,0,194.23,1,1,2.39,57.53,2,2,0,1,Y,0.72,2.77,None,3.52,0.03,1,MOL,-1,14,3,2,0,194.0943,ACID,C11H14O3,CC(C)(C)c1ccc(O)c(C(=O)O)c1
CHEMBL193309,,,Small molecule,0,195.33,5,8,2.69,26.02,2,1,0,4,N,0.75,None,10.01,2.69,0.21,1,MOL,-1,13,1,2,0,195.1082,BASE,C11H17NS,CCSc1ccc(CC(C)N)cc1
CHEMBL1623488,,,Small molecule,0,198.29,,,1.75,0,0,0,0,2,Y,0.5,None,None,-1.55,-1.55,1,MOL,-1,15,1,0,0,198.1277,NEUTRAL,C14H16N+,C#CC[N+](C)(C)CC#Cc1ccccc1
CHEMBL208135,,5-Formyluracil Dimethylacetal,Small molecule,0,186.17,3,5,0.18,84.7,6,2,0,3,N,0.65,11.35,None,0.87,0.87,1,MOL,-1,13,6,2,0,186.0641,NEUTRAL,C7H10N2O4,COC(OC)c1cnc(O)nc1O
CHEMBL4074975,,,Small molecule,0,171.56,1,3,1.33,62.7,3,1,0,0,N,0.6,None,None,1.34,1.34,1,MOL,-1,11,3,2,0,171,NEUTRAL,C6H3ClFN3,N#Cc1cc(F)c(N)nc1Cl
CHEMBL1623519,,,Small molecule,0,133.19,,,1.5,26.02,1,1,0,1,Y,0.62,None,9.62,1.34,-0.82,1,MOL,-1,10,1,2,0,133.0891,BASE,C9H11N,NC1C[C@H]1c1ccccc1
CHEMBL3306646,,,Small molecule,0,180.23,,,0.85,30.18,2,0,0,3,Y,0.51,None,None,-2.92,-2.92,1,MOL,-1,13,3,0,0,180.1019,NEUTRAL,C10H14NO2+,CC(=O)OCC[n+]1ccc(C)cc1
CHEMBL1606650,,,Small molecule,0,196.64,3,3,1.65,41.99,2,1,0,3,Y,0.75,None,1.09,1.55,1.55,1,MOL,-1,13,3,1,0,196.0403,NEUTRAL,C9H9ClN2O,C=CCNC(=O)c1cc(Cl)ccn1
CHEMBL379630,D-PHENYLALANINE,,Small molecule,0,165.19,31,100,0.64,63.32,2,2,0,3,N,0.69,2.47,9.45,-1.18,-1.19,1,MOL,-1,12,3,3,0,165.079,ZWITTERION,C9H11NO2,N[C@H](Cc1ccccc1)C(=O)O
CHEMBL377796,,,Small molecule,0,179.22,2,5,1.16,41.49,3,2,0,1,Y,0.68,None,3.63,1,1,1,MOL,-1,13,3,2,0,179.0946,NEUTRAL,C10H13NO2,Cc1ccc2c(c1)NC(CO)CO2
CHEMBL3272578,,,Small molecule,0,161.64,3,5,-0.08,43.84,3,1,0,2,Y,0.6,None,9.75,-0.82,-3.14,1,MOL,-1,9,3,2,0,125.0953,BASE,C6H12ClN3,Cl.Cn1cncc1CCN
CHEMBL3272584,,,Small molecule,0,189.69,3,4,0.82,31.92,2,1,0,3,Y,0.7,None,8.95,-0.09,-1.69,1,MOL,-1,11,3,1,0,153.1266,BASE,C8H16ClN3,Cc1nc[nH]c1CCN(C)C.Cl
CHEMBL3306017,,,Small molecule,0,199.21,,,1.82,57.93,3,0,0,0,Y,0.6,4.95,None,2.02,0.21,1,MOL,-1,15,3,0,0,199.0633,ACID,C12H9NO2,Cc1cc2c(cc1C)C(=O)C(C#N)C2=O
CHEMBL3302352,,,Small molecule,0,189.26,,,1.27,61.9,1,3,0,3,N,0.5,None,12.45,1.24,-1.17,1,MOL,-1,14,3,4,0,189.1266,BASE,C11H15N3,N=C(N)NC[C@H]1C[C@H]1c1ccccc1
CHEMBL4093942,,,Small molecule,0,186.65,1,1,0.81,63.83,4,2,0,3,N,0.69,None,9.61,0.36,-1.79,1,MOL,-1,12,4,3,0,186.0672,BASE,C7H11ClN4,Cc1cc(Cl)nc(NCCN)n1
CHEMBL190985,,,Small molecule,0,190.24,2,3,2.91,37.3,1,1,0,3,Y,0.8,4.66,None,3.28,0.6,1,MOL,-1,14,2,1,0,190.0994,ACID,C12H14O2,C/C=C/c1cccc(C(C)C(=O)O)c1
CHEMBL3246231,,,Small molecule,0,193.29,2,4,2.03,32.26,2,2,0,4,N,0.77,None,9.63,2.19,0,1,MOL,-1,14,2,2,0,193.1467,BASE,C12H19NO,Cc1ccc(C(O)CNC(C)C)cc1
CHEMBL3246233,,,Small molecule,0,193.29,2,4,2.03,32.26,2,2,0,4,N,0.77,None,9.63,2.19,0,1,MOL,-1,14,2,2,0,193.1467,BASE,C12H19NO,Cc1cccc(C(O)CNC(C)C)c1
CHEMBL1618801,,,Small molecule,0,179.26,,,2.71,35.25,2,1,0,2,Y,0.71,None,5.18,2.75,2.74,1,MOL,-1,13,2,2,0,179.131,NEUTRAL,C11H17NO,COc1cc(C)c(N)cc1C(C)C
CHEMBL1618811,,,Small molecule,0,185.29,,,1.61,32.26,3,2,0,4,N,0.75,None,8.97,1.45,-0.12,1,MOL,-1,12,2,2,0,185.0874,BASE,C9H15NOS,CC(C)(CO)NCc1cccs1
CHEMBL3236914,,,Small molecule,0,170.59,2,3,2.35,37.3,1,1,0,1,Y,0.7,3.07,None,2.75,-0.72,1,MOL,-1,11,2,1,0,170.0135,ACID,C8H7ClO2,Cc1cccc(C(=O)O)c1Cl
CHEMBL3236919,,,Small molecule,0,143.57,2,3,1.75,33.12,2,1,0,0,Y,0.56,8.42,1.6,1.79,1.75,1,MOL,-1,9,2,1,0,143.0138,NEUTRAL,C6H6ClNO,Cc1cc(O)cnc1Cl
CHEMBL4104945,,,Small molecule,0,181.21,1,1,1.59,35.25,2,1,0,2,Y,0.75,None,8.22,1.07,0.19,1,MOL,-1,13,2,2,0,181.0903,NEUTRAL,C10H12FNO,COc1ccc([C@]2(F)C[C@@H]2N)cc1
CHEMBL3246268,,,Small molecule,0,169.18,1,1,0.24,76.46,4,2,0,3,N,0.68,9.5,10.11,-0.69,-2.38,1,MOL,-1,12,4,3,0,169.0739,BASE,C8H11NO3,NCCCc1cc(=O)c(O)co1
CHEMBL3246269,,,Small molecule,0,141.13,4,6,-0.2,76.46,4,2,0,1,N,0.57,9.59,8.38,-0.82,-1.66,1,MOL,-1,10,4,3,0,141.0426,NEUTRAL,C6H7NO3,NCc1cc(=O)c(O)co1
CHEMBL4086874,,,Small molecule,0,179.26,3,3,1.85,21.26,2,1,0,4,N,0.76,None,10.2,2.08,-0.59,1,MOL,-1,13,2,1,0,179.131,BASE,C11H17NO,CN[C@H](C)Cc1ccc(OC)cc1
CHEMBL355590,,,Small molecule,0,177.2,1,21,0.84,44.48,3,1,0,0,Y,0.64,None,9.87,1.11,-1.26,1,MOL,-1,13,3,2,0,177.079,BASE,C10H11NO2,NC1Cc2ccc3c(c2C1)OCO3
CHEMBL1623669,,,Small molecule,0,139.15,,,0.81,56.23,3,1,0,2,Y,0.62,None,7.28,0.24,-0.01,1,MOL,-1,10,3,2,0,139.0633,NEUTRAL,C7H9NO2,CC(N)C(=O)c1ccco1
